0	6606	1
0	6921	1
0	8706	1
1	6765	1
1	7463	1
1	9875	1
1	10154	1
1	12336	1
1	12337	1
1	12345	1
2	10369	1
3	6321	1
3	6323	1
3	11383	1
3	12338	1
4	10190	1
4	10754	1
4	11629	1
4	12769	1
5	7948	1
5	9143	1
5	9159	1
5	9165	1
5	9168	1
5	9185	1
5	9845	1
5	9857	1
5	9948	1
5	10488	1
5	10960	1
5	11288	1
5	11292	1
5	11635	1
6	6212	1
6	7709	1
6	7778	1
6	8458	1
6	8957	1
6	8967	1
6	9220	1
6	9377	1
6	10562	1
6	11137	1
6	11890	1
6	12251	1
6	12356	1
6	12494	1
6	12777	1
7	7332	1
7	8145	1
7	12777	1
7	12813	1
8	8481	1
8	9801	1
9	7337	1
9	7338	1
9	8079	1
9	10132	1
9	10880	1
9	11810	1
9	12342	1
10	8701	1
10	8981	1
10	10055	1
10	11408	1
10	11440	1
10	12094	1
10	12245	1
11	6279	1
11	7224	1
11	8957	1
11	9932	1
11	10179	1
11	12314	1
11	12316	1
12	9220	1
12	10952	1
12	11375	1
12	11393	1
13	11893	1
14	8238	1
14	8563	1
14	9948	1
14	10960	1
14	11082	1
14	11097	1
15	12140	1
15	12373	1
15	12374	1
16	6789	1
16	8488	1
16	8752	1
16	8771	1
16	8781	1
16	8997	1
16	9743	1
16	9744	1
16	9745	1
16	10220	1
16	10912	1
16	12222	1
17	6321	1
17	6323	1
17	10880	1
18	10562	1
18	11002	1
18	11084	1
18	12021	1
19	7808	1
19	9249	1
20	6643	1
20	7862	1
20	9269	1
20	10527	1
20	11184	1
20	11385	1
20	11435	1
20	11868	1
20	11893	1
20	12299	1
20	12379	1
20	12767	1
21	10383	1
22	7005	1
22	7187	1
22	8484	1
22	11357	1
22	12019	1
22	12360	1
22	12587	1
23	7750	1
24	6828	1
24	10880	1
25	6491	1
25	6504	1
25	7433	1
25	8206	1
25	9945	1
25	12376	1
27	10437	1
27	10919	1
27	12475	1
27	12777	1
30	8630	1
30	11660	1
30	12067	1
31	9298	1
31	10688	1
31	12133	1
31	12481	1
32	6871	1
32	11311	1
32	11942	1
33	12660	1
34	6867	1
34	12543	1
35	6261	1
35	7176	1
35	9313	1
35	10994	1
36	6205	1
36	6823	1
36	7282	1
36	7435	1
36	7790	1
36	8041	1
36	8044	1
36	8330	1
36	8335	1
36	8658	1
36	8713	1
36	9083	1
36	9143	1
36	9313	1
36	9472	1
36	9646	1
36	10690	1
36	11860	1
36	11889	1
36	12749	1
37	6676	1
37	6677	1
37	7312	1
37	12442	1
38	6755	1
38	7340	1
38	8429	1
38	11522	1
38	12366	1
39	12660	1
40	12660	1
40	12777	1
41	6323	1
41	6899	1
41	9341	1
41	9393	1
41	10523	1
41	10960	1
41	11663	1
41	12887	1
42	6189	1
42	6323	1
42	6324	1
42	6544	1
42	7453	1
42	8662	1
42	8984	1
42	9136	1
42	9311	1
42	10170	1
42	10587	1
42	10851	1
42	10938	1
42	11357	1
42	11864	1
42	11868	1
42	11893	1
44	6302	1
44	6308	1
44	6312	1
44	11317	1
44	12581	1
45	6258	1
45	6308	1
45	6310	1
45	6311	1
45	6316	1
45	6328	1
45	6334	1
45	8494	1
45	8496	1
45	8856	1
45	8977	1
45	11357	1
45	11363	1
46	6472	1
46	7161	1
46	8748	1
46	9928	1
46	10392	1
46	12099	1
47	7305	1
47	9932	1
47	10400	1
47	12005	1
47	12197	1
47	12246	1
47	12277	1
47	12777	1
48	6232	1
48	9845	1
49	7845	1
49	11415	1
49	12142	1
49	12174	1
49	12336	1
49	12337	1
49	12341	1
49	12345	1
51	10132	1
52	6942	1
52	11467	1
53	6708	1
53	9239	1
54	6899	1
54	9641	1
55	7454	1
55	7756	1
55	10328	1
56	7231	1
56	7396	1
56	8794	1
56	10359	1
56	12041	1
57	7327	1
57	7693	1
57	8476	1
57	8481	1
57	9246	1
57	12441	1
58	6475	1
58	6834	1
58	11511	1
58	11660	1
58	11661	1
58	11662	1
58	11663	1
58	11664	1
58	11667	1
59	6358	1
59	7884	1
59	8630	1
59	10563	1
59	10899	1
60	8051	1
60	9192	1
60	9307	1
60	10367	1
60	10631	1
60	12251	1
60	12379	1
61	7169	1
62	6314	1
62	6318	1
62	6319	1
62	6323	1
62	6685	1
62	7469	1
62	10654	1
62	10798	1
62	10885	1
62	12558	1
63	6877	1
63	10389	1
63	10931	1
63	11002	1
63	11025	1
63	11113	1
64	6193	1
64	6493	1
64	6615	1
64	7694	1
64	8651	1
64	8745	1
64	9424	1
64	10403	1
64	10810	1
64	11306	1
64	12757	1
65	6458	1
65	8293	1
65	10898	1
65	10899	1
66	6381	1
66	8472	1
66	10420	1
66	10851	1
66	11046	1
66	11058	1
66	11385	1
67	8326	1
67	8329	1
68	7223	1
69	12660	1
71	7305	1
71	8670	1
71	9220	1
71	9622	1
71	9735	1
71	10198	1
71	10872	1
71	11057	1
71	11559	1
71	11604	1
71	12251	1
71	12458	1
71	12777	1
71	12831	1
71	12832	1
72	6316	1
72	6321	1
72	6323	1
72	8082	1
72	8413	1
72	10132	1
72	10962	1
72	10967	1
72	10969	1
72	10970	1
72	11491	1
72	11979	1
73	6967	1
73	7243	1
73	7327	1
74	7722	1
74	7754	1
74	8981	1
74	9532	1
74	9953	1
74	11489	1
74	11660	1
74	11664	1
75	6837	1
75	8447	1
75	8493	1
75	10990	1
75	11921	1
75	11954	1
75	12705	1
75	12832	1
76	6215	1
76	6232	1
76	9472	1
76	12356	1
76	12705	1
77	6809	1
78	7327	1
78	11002	1
78	11672	1
78	12356	1
79	9742	1
80	7400	1
80	7588	1
80	7662	1
80	7664	1
80	7778	1
80	7788	1
80	8707	1
80	12067	1
80	12331	1
82	7108	1
82	7323	1
82	8955	1
82	11706	1
83	8413	1
83	10330	1
83	11467	1
84	7722	1
84	8696	1
84	9159	1
84	9165	1
84	9168	1
84	9313	1
84	9845	1
84	10432	1
84	10880	1
84	10927	1
84	10962	1
84	11359	1
84	11660	1
84	12378	1
85	8328	1
85	10353	1
85	10835	1
85	10880	1
86	6494	1
86	8563	1
86	9622	1
86	9743	1
86	9983	1
86	11450	1
86	11563	1
86	12205	1
86	12441	1
87	9209	1
87	9275	1
87	9827	1
87	10031	1
88	6430	1
88	6967	1
88	7321	1
88	7327	1
88	7979	1
88	8630	1
88	8638	1
88	9804	1
